text,label
హలో మీరు ఎలా ఉన్నారు,greet
మీరు ఎలా ఉన్నారు?,greet
హాయ్!,greet
You have very bad service,humiliate
Don't bother me for useless work,humiliate
Bad service,humiliate
"If you want to talk crap, hang up the phone",humiliate
You have problem in understanding at once,humiliate
What the hell is this,humiliate
What the hell are you saying,humiliate
Don't talk useless,humiliate
Why did you called me unnecessary,humiliate
Don't talk stupid,humiliate
I haven't taken a loan don't talk unnecessarily,humiliate
Are you stupid,humiliate
Do not bother unnecessarily when I am saying I want loan,humiliate
You have some problem in Understanding,humiliate
I don't have time for these useless things,humiliate
Who the hell are you,humiliate
Running a website unnecessarily,humiliate
"Don't waste my time, by talking unnecessary",humiliate
I haven't seen such bad service,humiliate
"Can't you understand, I don't want laon",humiliate
What the hell is this,humiliate
Don't talk stupid,humiliate
Don't bother me for useless work,humiliate
Again you are talking stupid,humiliate
Don't you have any sense,humiliate
Stop talking nonsense,humiliate
Don't give me lecture,humiliate
do you have a brain or not,humiliate
you are utter stupid,humiliate
you can only give such stupid answers,humiliate
are you stupid,humiliate
you are so stupid,humiliate
you know absolutely nothing,humiliate
you are of no use,humiliate
You don't know anything,humiliate
do you know anything or you are of absolutely no use,humiliate
You are a fool,humiliate
will you tell something useful,humiliate
you are ridiculous,humiliate
you are of no help to me,humiliate
बहुत बेकार सर्विस है आपकी,humiliate
बेफालतू काम के लिए परेशान मत करो,humiliate
खराब सर्विस,humiliate
फालतू बात करनी है तो रख दो फोन,humiliate
एक बार में बात समझने में दिक्कत है?,humiliate
क्या बकवास है ये?,humiliate
क्या बकवास बता रहे हो,humiliate
बेकार की बात मत करिए,humiliate
यह बेवजह की बात करने के लिए फोन किया है?,humiliate
बेवकूफी वाली बात मत करो,humiliate
मैंने कोई लोन नहीं लिया है बेवजह की बात मत करो,humiliate
बेवकूफ हो क्या,humiliate
बेकार में मत परेशान करो जब मैं कह रहा नहीं चाहिए लोन,humiliate
तुमको समझने में कोई दिक्कत हो रही?,humiliate
ये बेकार कामों के लिए टाइम नहीं है मेरे पास,humiliate
कौन हो भाई?,humiliate
बेकार में वेबसाइट चला रहे,humiliate
दिमाग मत ख़राब करो ये बात करके,humiliate
इससे खराब सर्विस आज तक नहीं देखी हमने,humiliate
समझ नहीं आ रहा है क्या एक बार में कि नहीं चाहिए लोन,humiliate
क्या बेवकूफी है ये,humiliate
बकवास की बात न बताओ,humiliate
फालतू कामों के लिए मत परेशां किया करो,humiliate
फिर बेकार की बात बता रहे हो,humiliate
सेंस नहीं है क्या कोई,humiliate
बकवास बंद करो,humiliate
ज्ञान न दो,humiliate
अक्ल है या नहीं,humiliate
हद बेवक़ूफ़ हो,humiliate
बस यही फालतू जवाब दो,humiliate
बेवकूफ हो क्या पूरे,humiliate
एकदम ही बेवकूफ हो,humiliate
हद है कुछ नहीं पता है तुम्हे,humiliate
किसी काम के न हो भाई तुम,humiliate
तुम्हे कुछ भी नहीं पता रहता है,humiliate
कुछ आता है तुमको या एकदम ही बेकार हो,humiliate
यार एकदम उल्लू हो तुम,humiliate
कुछ ढंग का बताओगे,humiliate
तुम एक बेवकूफ हो,humiliate
तुम किसी काम के नहीं हो,humiliate
खूप वाईट सेवा आहे तुमची,humiliate
फालतू कामासाठी त्रास देऊ नका,humiliate
बेकार सेवा,humiliate
वायफळ बडबड करायची असेल तर फोन ठेव,humiliate
एकदा सांगितलेलं समजत नाही का,humiliate
काय बकवास आहे हे,humiliate
काय बकवास सांगालासा हे,humiliate
बेकारीच्या गोष्टी करू नका,humiliate
असल्या फालतू गोष्टीसाठी कॉल केला आहात,humiliate
कायपण बोलू नका,humiliate
मी कोणतंच लोन घेतलेले नाही विनाकारण कॉल करू नका,humiliate
बावळट आहेस का,humiliate
विनाकारण त्रास देऊ नका मी सांगलोय ना कि मला लोन नको आहे,humiliate
तुम्हाला समजेना झालाय का,humiliate
या असल्या फालतू कामासाठी माझ्याकडे वेळ नाही आहे,humiliate
कोण आहेस तू भावा,humiliate
काम नसताना वेबसाईट चालवत हाईस,humiliate
डोक फिरवू नकोस हे बोलून,humiliate
असली बाद सेवा कुठे बघितली नाही मी,humiliate
एकदा सांगितलेलं समजत नाही का नको आहे लोन म्हंटल्यावर,humiliate
शुद्ध फालतूपणा आहे हा,humiliate
बकवास करू नकोस,humiliate
फालतू कामासाठी त्रास देऊ नका,humiliate
आणि परत बेकार बोलू नकोस,humiliate
अक्कल नाही आहे का तुला,humiliate
बडबड बंद कर,humiliate
मला शिकवू नकोस,humiliate
अक्कल आहे का नाही,humiliate
हद पार करू नकोस,humiliate
बास हे फालतू उत्तर,humiliate
खुळा आहेस का तू,humiliate
पूरा खुळा आहेस,humiliate
गप बस तुला काय माहित आहे,humiliate
कोणत्या कामाचा नाहीस तू भावा,humiliate
तुला काही माहित नसतय,humiliate
काय येतंय तुला काय असच अडाणी आहेस,humiliate
यार वेडा आहेस का तू,humiliate
काही कामाचं बोल,humiliate
तू एक खुळा आहेस,humiliate
तू कसल्या कामाचा नाही आहेस,humiliate
ನೀವು ನಿಜವಾಗಿಯೂ ದಡ್ಡರು,humiliate
ಅವಿವೇಕಿ ಮಾತನಾಡಬೇಡಾ,humiliate
ಮೊದಲು ನಿಮ್ಮ ಬಾಸ್‌ನೊಂದಿಗೆ ಹೇಗೆ ಮಾತನಾಡಬೇಕೆಂದು ಕಲಿಯಿರಿ,humiliate
ಅನಾವಶ್ಯಕ ಮಾತನಾಡಬೇಡಿ,humiliate
"ನೀವು ಕುಡಿದಿದ್ದೀರಾ ಬ್ರೋ, ನೀವು ಯಾಕೆ ಹಾಗೆ ಉತ್ತರಿಸುತ್ತಿದ್ದೀರಿ?",humiliate
ನೀವು ದೂಷಿಸುತ್ತಿದ್ದೀರಾ?,humiliate
ನಿಮಗೆ ಶೂನ್ಯ ಪ್ರಜ್ಞೆ ಇದೆ,humiliate
ನಿಮ್ಮನ್ನು ಮೂರ್ಖರನ್ನಾಗಿ ಮಾಡಿದವರು ಯಾರು ಎಂದು ಗೊತ್ತಿಲ್ಲ,humiliate
ನೀವು ಅಂತಹ ಅಗ್ಗದ ಕಂಪನಿ,humiliate
ಅನುಪಯುಕ್ತ ಶಿಟ್ ತುಂಡು,humiliate
ನೀವು ಸಹ ನಿಷ್ಪ್ರಯೋಜಕ,humiliate
ನಾನು ನಿಮ್ಮೊಂದಿಗೆ ಮಾತನಾಡಬೇಕು ಎಂದು ನಾನು ಇಂದು ಅವರ ಮುಖವನ್ನು ನೋಡಿದೆ,humiliate
ನನ್ನೊಂದಿಗೆ ಲದ್ದಿ ಮಾತನಾಡುವುದನ್ನು ನಿಲ್ಲಿಸಿ,humiliate
ನೀವು ಈಗ ಸ್ಥಗಿತಗೊಳಿಸುತ್ತೀರಾ,humiliate
ತೊಲಗಿ ಹೋಗು,humiliate
ನಿಮ್ಮ ಅಸಂಬದ್ಧತೆಯನ್ನು ನಾನು ಇನ್ನು ಸಹಿಸುವುದಿಲ್ಲ,humiliate
ನನ್ನ ತಲೆಯೊಂದಿಗೆ ಗೊಂದಲಗೊಳ್ಳಬೇಡಿ,humiliate
ನೀವು ಅಂತಹ ಮೂರ್ಖರು,humiliate
ನಿಮ್ಮ ಮಾತುಗಳು ಕಳಪೆಯಾಗಿವೆ,humiliate
ನೀವು ತುಂಬಾ ಮಾತನಾಡುತ್ತೀರಿ,humiliate
ನೀವು ಸಂಪೂರ್ಣ ನಿಷ್ಪ್ರಯೋಜಕ,humiliate
ನಿಮಗೆ ಮೆದುಳು ಇಲ್ಲ ಎಂದು ತೋರುತ್ತಿದೆ,humiliate
ಬಾಯಿ ಮುಚ್ಚು!,humiliate
ನೀವು ಮೂರ್ಖನಂತೆ ಕಾಣುತ್ತೀರಿ,humiliate
ನೀವು ಬಹಳಷ್ಟು ಲದ್ದಿ ಮಾತನಾಡುತ್ತೀರಿ,humiliate
ನೀನು ಹುಚ್ಚನೇ?,humiliate
ನೀವು ನನಗೆ ತಲೆನೋವು ತರುತ್ತಿದ್ದೀರಿ,humiliate
ಆದ್ದರಿಂದ ನೀವು ದಡ್ಡರು,humiliate
ನೀವು ಈಗ ಅಸಂಬದ್ಧವಾಗಿ ಮಾತನಾಡುತ್ತಿದ್ದೀರಿ,humiliate
ನೀವು ತುಂಬಾ ಮೂಕ,humiliate
ನನಗೆ ಉಪನ್ಯಾಸ ನೀಡುವುದನ್ನು ನಿಲ್ಲಿಸಿ,humiliate
ನೀವು ಅಂತಹ ದೊಡ್ಡ ಡಂಬಸ್,humiliate
ನಿಮಗೆ ಬುದ್ಧಿ ಇಲ್ಲ,humiliate
ಡ್ಯಾಮ್ ಯು,humiliate
ಹಾಳಾಗಿ ಹೋಗು,humiliate
ನಿಮ್ಮ ವಟಗುಟ್ಟುವಿಕೆ ನಿಲ್ಲಿಸಿ,humiliate
ನಾನು ನಿಮಗೆ ಮುಖದಲ್ಲಿ ಸ್ಮ್ಯಾಕ್ ನೀಡಬಹುದೆಂದು ನಾನು ಬಯಸುತ್ತೇನೆ,humiliate
ಈಗ ಈ ಬುಲ್‌ಶಿಟ್‌ನೊಂದಿಗೆ ನಿಲ್ಲಿಸಿ,humiliate
ನೀವು ಅಂತಹ ನಾಚಿಕೆಗೇಡು,humiliate
ನೀವು ಅವಿವೇಕದ ಬೋಟ್,humiliate
খুব বাজে পরিষেবা আপনার,humiliate
ফালতু কাজের জন্য বিরক্ত করো না,humiliate
বাজে পরিষেবা,humiliate
ফালতু কথা বলতে চাইলে তবে ফোনটি রাখুন,humiliate
একবারে বোঝা কি কঠিন?,humiliate
এগুলো কী বাজে কথা?,humiliate
কি বাজে কথা বলছ,humiliate
বাজে কথা বলবেন না,humiliate
এসব অপ্রয়োজনীয় কথা বলার জন্য কি ফোন করেছেন?,humiliate
বোকার মতো কথা বলো না,humiliate
"আমি কোনও ঋণ নিইনি, অযথা কথা বলো না",humiliate
বোকা নাকি,humiliate
বৃথা বিরক্ত করবেন না আমি বলছি যে আমার লোন চাই না,humiliate
তোমার কি বুঝতে কোনও অসুবিধা হচ্ছে?,humiliate
এই বেকার কাজগুলির জন্য আমার সময় নেই,humiliate
তুমি কে ভাই?,humiliate
এটা নিয়ে কথা বলে মাথা খারাপ করো না,humiliate
আমরা আজ পর্যন্ত এর চেয়ে খারাপ পরিষেবা দেখিনি।,humiliate
একবারে কি বুঝতে পারছো না যে লোন চাই না,humiliate
এটা কী ধরনের বোকামো,humiliate
বাজে কথা বলো না,humiliate
ফালতু কাজেের জন্য বিরক্ত করো না,humiliate
আবার বেকার কথা বলছ,humiliate
সেন্স নেই নাকি,humiliate
বাজে কথা বন্ধ করো,humiliate
জ্ঞান দিও না,humiliate
বোধ আছে কি নেই,humiliate
বোকা নাাকি,humiliate
শুধু এই ফালতু উত্তর দাও,humiliate
পুরো বোকা নাকি,humiliate
একদমই বোকা,humiliate
"উফ্‌, তুমি কিছুই জানো না।",humiliate
তুমি কোনও কাজের না ভাই,humiliate
তুমি দেখি কোনও খোঁজই রাখো না,humiliate
কিছু কি পারো নাকি একদমই বেকার,humiliate
"ভাই, তুমি একদম পেঁচা।",humiliate
কিছুু ঠিকঠাক বলবে,humiliate
তুমি একটি বোকা,humiliate
তুমি কোন কাজের নয়,humiliate
তুমি কি চুপ করে থাকবে,humiliate
మీకు చాలా చెడ్డ సర్వీస్ ఉంది,humiliate
పనికిరాని పనికి నన్ను ఇబ్బంది పెట్టవద్దు,humiliate
చెడ్డ సేవ,humiliate
"మీరు అనవసరమైన మాటలు మాట్లాడాలనుకుంటే, ఫోన్ ను కట్ చెయ్యండి",humiliate
మీకు ఒకేసారి అర్థం చేసుకోవడంలో సమస్య ఉంది,humiliate
అసలు ఇది ఏమిటి?,humiliate
మీరు ఏమి చెబుతున్నారు,humiliate
పనికిరానిమాటలు మాట్లాడవద్దు,humiliate
మీరు నన్ను అనవసరంగా ఎందుకు పిలిచారు,humiliate
తెలివితక్కువ గా మాట్లాడవద్దు,humiliate
నేను రుణం తీసుకోలేదు అనవసరంగా మాట్లాడవద్దు,humiliate
నువ్వు తెలివితక్కువ వాడివా,humiliate
నాకు రుణం కావాలని నేను చెబుతున్నప్పుడు అనవసరంగా ఇబ్బంది పడవద్దు.,humiliate
అర్థం చేసుకోవడంలో మీకు ఏదో సమస్య ఉంది,humiliate
ఈ పనికిరాని విషయాలకు నాకు సమయం లేదు,humiliate
ఎవర్రా మీరు?,humiliate
అనవసరంగా వెబ్ సైట్ రన్ చేస్తున్నారు,humiliate
అనవసరంగా మాట్లాడటం ద్వారా నా సమయాన్ని వృధా చేయవద్దు,humiliate
నేను ఇంత చెడ్డ సేవను చూడలేదు,humiliate
"మీరు అర్థం చేసుకోలేరా, నాకు లోన్ వొద్దు",humiliate
అసలు ఇది ఏమిటి?,humiliate
తెలివితక్కువ మాట్లాడవద్దు,humiliate
పనికిరాని పనికి నన్ను ఇబ్బంది పెట్టవద్దు,humiliate
మళ్ళీ మీరు తెలివితక్కువ గా మాట్లాడుతున్నారు,humiliate
మీకు ఎలాంటి బుద్ధి లేదా,humiliate
నాన్సెన్స్ మాట్లాడటం ఆపండి,humiliate
నాకు ఉపన్యాసం ఇవ్వవద్దు,humiliate
మీకు మెదడు ఉందా లేదా?,humiliate
మీరు పూర్తిగా తెలివితక్కువవారు,humiliate
మీరు అలాంటి తెలివితక్కువ సమాధానాలు మాత్రమే ఇవ్వగలరు,humiliate
నువ్వు తెలివితక్కువ వాడివా,humiliate
మీరు చాలా తెలివితక్కువవారు,humiliate
మీకు ఏమీ తెలియదు,humiliate
మీ వల్ల ఏ ఉపయోగం లేదు,humiliate
మీకు ఏమీ తెలియదు,humiliate
మీకు ఏదైనా తెలుసా లేదా మీ వల్ల ఉపయోగం లేదు,humiliate
మీరు ఒక మూర్ఖుడు,humiliate
మీరు ఉపయోగకరమైన విషయం చెబుతారా,humiliate
మీరు వేళాకోళంగా ఉన్నారు,humiliate
మీరు నాకు సహాయం చెయ్యలేరు,humiliate
Thanks,thanks
Thanks a lot,thanks
Thank you very much,thanks
I thank you,thanks
Thanks friend,thanks
Thanks,thanks
thank you,thanks
Thank you very much,thanks
thank you goodbye,thanks
Thanks a lot,thanks
thank you,thanks
Thank you very much,thanks
thank you,thanks
thank you goodbye,thanks
I thank you,thanks
Thank you very much,thanks
Thank you very much,thanks
thank you,thanks
thank for your help,thanks
Thank you very much,thanks
Thank you very much,thanks
Thank you,thanks
Thanks,thanks
I thank you from the bottom of my heart,thanks
thanks a lot,thanks
Thanks,thanks
I thank you from the bottom of my heart,thanks
thank you goodbye,thanks
thank for your help,thanks
thanks a lot,thanks
Thanks a lot,thanks
Thank you,thanks
I thank you from the bottom of my heart,thanks
Thanks a lot,thanks
Thanks,thanks
I am thankful. Thanks a lot,thanks
Thanks,thanks
Thanks,thanks
Thanks a ton,thanks
Thanks a lot,thanks
थॅंक्स,thanks
आपका बहुत बहुत धन्यवाद,thanks
बहुत बहुत शुक्रिया,thanks
मैं आपको धन्यवाद देता हूँ,thanks
थैंक्स यार,thanks
थँक्स,thanks
शुक्रिया,thanks
बहुत बहुत शुक्रिया,thanks
धन्यवाद अलविदा,thanks
बहुत थैंक्स,thanks
शुक्रिया,thanks
शुक्रिया आपका बहुत,thanks
शुक्रिया,thanks
धन्यवाद अलविदा,thanks
मैं आपको धन्यवाद देता हूँ,thanks
शुक्रिया आपका बहुत,thanks
बहुत बहुत शुक्रिया,thanks
शुक्रिया,thanks
मदद के लिए शुक्रिया,thanks
बहुत बहुत शुक्रिया,thanks
बहुत बहुत शुक्रिया,thanks
थैंक यू,thanks
थॅंक्स,thanks
मैं आपको अपने दिल से धन्यवाद देता हूं,thanks
बहुत धन्यवाद,thanks
थॅंक्स,thanks
मैं आपको अपने दिल से धन्यवाद देता हूं,thanks
धन्यवाद अलविदा,thanks
मदद के लिए शुक्रिया,thanks
बहुत धन्यवाद,thanks
बहुत थैंक्स,thanks
थैंक यू,thanks
मैं आपको अपने दिल से धन्यवाद देता हूं,thanks
आपका बहुत बहुत धन्यवाद,thanks
थँक्स,thanks
मैं आभारी हूँ. बहुत बहुत धन्यवाद,thanks
थॅंक्स,thanks
थँक्स,thanks
अनेक अनेक धन्यवाद,thanks
बहुत बहुत धन्यवाद,thanks
आभारी आहे,thanks
थँक्स,thanks
खूप आभारी आहे,thanks
खूप खूप आभारी आहे,thanks
धन्यवाद,thanks
हा थँक्स,thanks
आभारी आहे,thanks
खूप खूप धन्यवाद,thanks
थँक यु,thanks
हा धन्यवाद,thanks
ठीक आहे थँक्स,thanks
आभारी आहे तुमचा,thanks
धन्यवाद,thanks
धन्यवाद बाय,thanks
मी तुमचा आभारी आहे,thanks
धन्यवाद तुमाला,thanks
खूप खूप आभारी आहे,thanks
शुक्रिया,thanks
मदतीसाठी आभारी आहे,thanks
खूप खूप धन्यवाद,thanks
खूप आनंद झाला आभारी आहे,thanks
थँक यु,thanks
थँक्स,thanks
मी मनापासून आभारी आहे,thanks
मी मनापासून तुमचा आभारी आहे,thanks
खूप खूप आभारी आहे,thanks
हृदयापासून आभार आहे,thanks
धन्यवाद,thanks
मदत केल्याबद्दल आभारी आहे,thanks
खूप धन्यवाद,thanks
खूप थँक्स,thanks
वेळ दिल्याबद्दल आभारी आहे,thanks
चांगली माहिती दिल्याबद्दल आभारी आहे,thanks
तुमचा खूप खूप आभारी आहे,thanks
थँक्स,thanks
मी तुमचा आभारी आहे,thanks
धन्यवाद,thanks
थँक्स,thanks
खूपच धन्यवाद,thanks
खूपच आभारी आहे,thanks
ಅದು ಸಾಕು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬಾ ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬ ಧನ್ಯವಾದಗಳು,thanks
ನಿಮಗೆ ಧನ್ಯವಾದಗಳನ್ನು ಸಲ್ಲಿಸುತ್ತೇನೆ,thanks
ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತ,thanks
ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು ವಿದಾಯ,thanks
ತುಂಬಾ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು ವಿದಾಯ,thanks
ನಿಮಗೆ ಧನ್ಯವಾದಗಳನ್ನು ಸಲ್ಲಿಸುತ್ತೇನೆ,thanks
ತುಂಬ ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ನಿಮ್ಮ ಸಹಾಯಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬ ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ಹೃದ್ಪೂರ್ವಕ ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬಾ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ಹೃದ್ಪೂರ್ವಕ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು ವಿದಾಯ,thanks
ನಿಮ್ಮ ಸಹಾಯಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬಾ ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬಾ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ನನ್ನ ಹೃದಯದ ಕೆಳಗಿನಿಂದ ನಾನು ನಿಮಗೆ ಧನ್ಯವಾದಗಳು,thanks
ತುಂಬಾ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ನಾನು ಕೃತಜ್ಞನಾಗಿದ್ದೇನೆ. ತುಂಬಾ ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ಧನ್ಯವಾದಗಳು,thanks
ধন্যবাদ,thanks
আপনাকে অসংখ্য ধন্যবাদ,thanks
অনেক অনেক ধন্যবাদ,thanks
আমি আপনাকে ধন্যবাদ জানাই,thanks
ধন্যবাদ বন্ধু,thanks
থ্যাঙ্কস,thanks
ধন্যবাদ,thanks
অনেক অনেক ধন্যবাদ,thanks
ধন্যবাদ বাই,thanks
খুব ধন্যবাদ,thanks
ধন্যবাদ,thanks
অসংখ্য ধন্যবাদ আপনাকে,thanks
ধন্যবাদ,thanks
ধন্যবাদ বাই,thanks
আমি আপনাকে ধন্যবাদ জানাই,thanks
অসংখ্য ধন্যবাদ আপনাকে,thanks
অসংখ্য ধন্যবাদ,thanks
ধন্যবাদ,thanks
সাহায্যের জন্য ধন্যবাদ,thanks
অসংখ্য ধন্যবাদ,thanks
অসংখ্য ধন্যবাদ,thanks
ধন্যবাদ,thanks
ধন্যবাদ,thanks
আমি আপনাকে আমার হৃদয় থেকে ধন্যবাদ জানাই,thanks
অনেক ধন্যবাদ,thanks
ধন্যবাদ,thanks
আমি আপনাকে আমার হৃদয় থেকে ধন্যবাদ জানাই,thanks
ধন্যবাদ বাই,thanks
সাহায্যের জন্য ধন্যবাদ,thanks
অনেক ধন্যবাদ,thanks
খুব ধন্যবাদ,thanks
ধন্যবাদ,thanks
আমি আপনাকে আমার হৃদয় থেকে ধন্যবাদ জানাই,thanks
আপনাকে অসংখ্য ধন্যবাদ,thanks
ধন্যবাদ,thanks
আমি কৃতজ্ঞ। অসংখ্য ধন্যবাদ,thanks
ধন্যবাদ,thanks
ধন্যবাদ,thanks
অনেক অনেক ধন্যবাদ,thanks
অসংখ্য ধন্যবাদ,thanks
ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
నేను మీకు ధన్యవాదాలు తెలియజేస్తున్నాను,thanks
ధన్యవాదాలు స్నేహితుడా,thanks
ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
ధన్యవాదాలు వీడ్కోలు,thanks
చాలా ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
ధన్యవాదాలు వీడ్కోలు,thanks
నేను మీకు ధన్యవాదాలు తెలియజేస్తున్నాను,thanks
చాలా ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
మీ సహాయానికి ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
నా హృదయపూర్వకంగా నేను మీకు ధన్యవాదాలు తెలియజేస్తున్నాను.,thanks
చాలా ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
నా హృదయపూర్వకంగా నేను మీకు ధన్యవాదాలు తెలియజేస్తున్నాను.,thanks
ధన్యవాదాలు వీడ్కోలు,thanks
మీ సహాయానికి ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
నా హృదయపూర్వకంగా నేను మీకు ధన్యవాదాలు తెలియజేస్తున్నాను.,thanks
చాలా ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
నేను కృతజ్ఞుడిని. చాలా ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
చాలా ధన్యవాదాలు,thanks
